von(1)	Das Auto von Felix ist kaputt.	Felix's car is broken.
von(2)	Er kommt gerade von Köln/von zu Hause.	He just came from Cologne/from home.
vor(1)	Der Termin war vor einer Stunde.	The appointment was an hour ago.
vor(2)	Das Auto steht vor der Tür.	The car is in front of the door.
der Vorname, -n	Ich heiße Müller, mein Vorname ist Eva.	My last name is Müller, my first name is Eva.
die Vorsicht	Vorsicht! Da kommt ein Auto.	Watch out! A car is coming.
(sich) vorstellen	Wir wollen uns kennenlernen.	Können Sie sich bitte vorstellen? We want to get to know each other. Could you please introduce yourself?
die Vorwahl	Wie ist die Vorwahl von München?	What’s the area code for Munich?
wandern	Wir wandern um den Chiemsee.	We are hiking around Lake Chiemsee.
wann(1)	Wann bist du fertig?	When will you be done?
wann(2)	Wann kann ich Sie anrufen?	When can I call you?
wann(3)	Wann sind Sie geboren?	When were you born?
warten(1)	Können Sie ein paar Minuten warten?	Can you wait for a few minutes?
warten(2)	Auf wen warten Sie?	Who are you waiting for?
warum	Warum kommt er nicht?	Why isn’t he coming?
was(1)	Was ist das?	What is that?
was(2)	Was möchten Sie?	What would you like?
was für ein	Was für eine Farbe möchten Sie?	What color would you like?
(sich) waschen(1)	Wo kann ich mir die Hände waschen?	Where can I wash my hands?
(sich) waschen(2)	Ich muss morgen waschen.	I have to do laundry tomorrow.
das Wasser	Ein Glas Wasser, bitte.	A glass of water, please.
weh tun	Ich muss zum Arzt. Mein Bein tut weh.	I need to see the doctor. My leg hurts.
weiblich	Kreuzen Sie bitte an: weiblich oder „männlich“.	Please check: “female” or “male.”
der Wein	Nein danke, ich möchte keinen Wein.	No thanks, I don’t want any wine.
weit	Zum Bahnhof ist es nicht weit.	It’s not far to the train station.
weiter	Der Bus fährt nicht weiter.	The bus isn’t going any further.
welch-	Welches Buch möchtest du?	Which book do you want?
die Welt	Es gibt viele Probleme auf der Welt.	There are many problems in the world.
wenig(1)	Ich habe leider nur wenig verstanden.	Unfortunately, I understood very little.
wenig(2)	Er verdient wenig.	He earns little.
wer	Wer ist das?	Who is that?
werden(1)	Mein Sohn will Arzt werden.	My son wants to become a doctor.
das Wetter	Wir hatten schlechtes Wetter.	We had bad weather.
wichtig	Dieses Formular ist sehr wichtig.	This form is very important.
wie(1)	Wie heißt du?	What’s your name?
wie(2)	Er schreibt wie ein Kind.	He writes like a child.
wie(3)	Meine Frau ist so groß wie ich.	My wife is as tall as I am.
wie(4)	Wie soll ich das machen?	How should I do that?
wie(5)	Wie groß ist die Wohnung?	How big is the apartment?
wie(6)	Wie bitte?	Pardon me?
wie(7)	Wie lange bist du schon hier?	How long have you been here?
wiederholen	Können Sie das bitte wiederholen?	Could you please repeat that?
das Wiederhören	Wir müssen jetzt Schluss machen. Also auf Wiederhören!	We have to end now. So, goodbye!
das Wiedersehen	Auf Wiedersehen!	Goodbye!
wie viel	Wie viel Milch nehmen Sie?	How much milk would you like?
willkommen	Herzlich willkommen!	Welcome!
der Wind	Der Wind kommt aus Osten.	The wind is coming from the east.
wir	Wir lernen Deutsch.	We are learning German.
wissen	Weißt du, wie er heißt?	Do you know what his name is?
wo(1)	Wo waren Sie im Urlaub?	Where were you on vacation?
wo(2)	Wo ist die Post?	Where is the post office?
wo(3)	Wo sind Sie geboren?	Where were you born?
woher	Woher kommen Sie?	Where do you come from?
wohin(1)	Wohin fährt dieser Bus?	Where is this bus going?
wohin(2)	Wohin wollen Sie am Wochenende?	Where do you want to go this weekend?
wohnen	Ich wohne in München.	I live in Munich.
die Wohnung, -en	Seit wann haben Sie diese Wohnung?	How long have you had this apartment?
wollen	Wollen Sie einen Kaffee trinken?	Do you want to drink some coffee?
das Wort, -ö, er/-e	Ich kenne das Wort nicht.	I don’t know the word.
wunderbar	Das Essen schmeckt wunderbar.	The food tastes wonderful.
zahlen	Zahlen, bitte!	Can I have the bill, please?
die Zeit	Ich habe heute keine Zeit.	I don’t have time today.
zurzeit	Zurzeit habe ich sehr viel zu tun.	Currently, I have a lot to do.
die Zeitung, -en	Ich lese gern Zeitung.	I like reading the newspaper.
die Zigarette, -n	Wie teuer sind die Zigaretten?	How much are the cigarettes?
das Zimmer(1)	Das Zimmer ist groß.	The room is large.
das Zimmer(2)	Öffne im Schlafzimmer das Fenster, bitte!	Open the window in the bedroom, please!
das Zimmer(3)	Die Wohnung hat drei Zimmer.	The apartment has three rooms.
das Zimmer(4)	Ich habe ein Zimmer bestellt.	I have reserved a room.
der Zoll	Wir müssen noch durch den Zoll.	We still have to go through customs.
zu(1)	Der Bus fährt zum Bahnhof.	The bus goes to the train station.
zu(2)	Ich gehe zu Fuß.	I am going on foot.
zu(3)	Ich bin zu Hause.	I am at home.
zufrieden	Ich bin mit der Wohnung zufrieden.	I am satisfied with the apartment.
der Zug, -ü, e	Ich fahre gern mit dem Zug.	I like traveling by train.
zurück(1)	Einmal Frankfurt und zurück.	Once to Frankfurt and back.
zurück(2)	Wann kommst du zurück?	When will you be back?
zusammen(1)	Sollen wir zusammen essen gehen?	Should we go out to eat together?
zusammen(2)	Das macht zusammen 2 Euro 80.	That comes to a total of 2 euros 80 cents.
zwischen(1)	Heidelberg liegt zwischen Frankfurt und Stuttgart.	Heidelberg is located between Frankfurt and Stuttgart.
zwischen(2)	Zwischen 8 und 10 Uhr bin ich zu Hause.	I am at home between 8 and 10 o'clock.
